Lori,Parker,lparker@oyoloo.mil,1
Willie,Lawrence,wlawrence@brainlounge.info,0
Raymond,Holmes,rholmes@wikido.mil,1
Thomas,Stephens,tstephens@yodel.info,0
Juan,Shaw,jshaw@divape.edu,1
Jimmy,Diaz,jdiaz@rooxo.mil,0
Evelyn,Miller,emiller@flashset.com,1
Shirley,Fields,sfields@fatz.com,1
Jason,Walker,jwalker@cogibox.edu,1
Jonathan,Nelson,jnelson@ntag.edu,1
Irene,Parker,iparker@vinder.gov,0
Carl,Nguyen,cnguyen@chatterbridge.com,1
Anne,Reed,areed@tagtune.gov,1
Amy,Freeman,afreeman@skaboo.com,0
Denise,Lewis,dlewis@camido.com,0
Kathleen,Jackson,kjackson@tazz.com,1
Karen,Burke,kburke@ozu.name,0
Laura,Turner,lturner@feedfire.org,0
Nicholas,Jordan,njordan@topiclounge.info,0
Kevin,Howard,khoward@trilia.mil,0
Norma,Ray,nray@feednation.info,0
Ryan,Simpson,rsimpson@aimbo.mil,0
Larry,Griffin,lgriffin@quamba.info,1
Kathryn,Fernandez,kfernandez@blognation.biz,1
Billy,Morales,bmorales@gigashots.gov,1
Janice,Vasquez,jvasquez@thoughtbeat.com,0
Judith,Long,jlong@trilith.net,1
Ruby,Oliver,roliver@kazio.org,1
Joan,Miller,jmiller@camido.net,1
Harold,Harris,hharris@devify.gov,1
Steve,Jones,sjones@dabz.biz,1
Doris,Rogers,drogers@voomm.mil,0
Andrew,Palmer,apalmer@photobug.org,1
Todd,Gomez,tgomez@eire.mil,0
Donna,Elliott,delliott@tanoodle.edu,1
Lori,Armstrong,larmstrong@flipstorm.name,1
Kathy,Duncan,kduncan@twitterlist.mil,0
Scott,Morgan,smorgan@bluezoom.com,0
Rebecca,Morris,rmorris@flipstorm.biz,1
Nicole,Parker,nparker@viva.net,1
Antonio,Graham,agraham@realpoint.mil,0
Robin,Flores,rflores@brightbean.mil,0
Shirley,Fowler,sfowler@wikizz.com,0
Albert,Carter,acarter@voomm.edu,1
Bonnie,Jacobs,bjacobs@minyx.info,1
Kimberly,Richards,krichards@devshare.info,1
Fred,Wood,fwood@skimia.edu,1
Ruth,Simmons,rsimmons@yata.biz,0
John,Hill,jhill@cogilith.name,1
Gregory,Perkins,gperkins@gabcube.info,1
Karen,Fowler,kfowler@lazz.info,1
Denise,Riley,driley@divavu.edu,0
Julie,Turner,jturner@dabz.info,1
Amy,Spencer,aspencer@dynabox.org,1
Joe,Perkins,jperkins@ooba.mil,0
Dorothy,Kennedy,dkennedy@thoughtstorm.com,1
Shirley,Armstrong,sarmstrong@meetz.org,1
Michelle,George,mgeorge@mudo.com,0
Aaron,Edwards,aedwards@feednation.edu,1
Susan,Hunt,shunt@leenti.name,1
Roy,Lee,rlee@youspan.mil,1
Robert,Bell,rbell@jaloo.org,0
Amanda,Diaz,adiaz@gabtype.mil,1
James,Sanchez,jsanchez@bubbletube.name,1
Jeremy,Chavez,jchavez@skyvu.gov,1
Theresa,Mason,tmason@rhybox.biz,1
Ralph,Duncan,rduncan@avaveo.net,0
Alan,George,ageorge@yoveo.info,1
Clarence,Davis,cdavis@babbleopia.gov,0
Debra,Thompson,dthompson@yotz.mil,0
Julia,Perkins,jperkins@muxo.org,0
Karen,Morales,kmorales@zava.info,0
Louise,Porter,lporter@dabshots.info,0
Anthony,Fields,afields@edgepulse.net,0
Henry,Adams,hadams@browseblab.biz,0
Judith,Franklin,jfranklin@buzzbean.name,1
Robin,Torres,rtorres@jabbertype.net,0
Martha,Ford,mford@babbleblab.edu,1
Joyce,Gardner,jgardner@rhybox.name,0
Deborah,Robertson,drobertson@centimia.org,1
Richard,Hudson,rhudson@edgewire.biz,0
Ryan,Wood,rwood@youspan.gov,0
Jeffrey,Andrews,jandrews@meeveo.biz,0
Roy,Lawson,rlawson@zoomzone.name,0
Sarah,Fields,sfields@quire.name,1
Roy,Welch,rwelch@chatterbridge.biz,0
Cheryl,Alvarez,calvarez@photolist.mil,0
Howard,White,hwhite@zoomdog.mil,1
Rose,Sullivan,rsullivan@edgepulse.net,0
Julie,Larson,jlarson@mybuzz.net,0
Lori,Burns,lburns@blognation.mil,1
John,Fisher,jfisher@oyoba.name,0
Jeremy,Day,jday@wordpedia.info,0
Dennis,Banks,dbanks@demivee.info,0
Jacqueline,Marshall,jmarshall@realbridge.net,1
Shawn,Diaz,sdiaz@thoughtstorm.info,0
Ruby,Brown,rbrown@jazzy.mil,1
Jeremy,Ruiz,jruiz@npath.net,0
Michelle,Ferguson,mferguson@oyondu.org,1
Stephanie,Moore,smoore@tagfeed.info,0
Julie,Mcdonald,jmcdonald@vipe.name,0
Virginia,Morris,vmorris@devpulse.gov,0
Bonnie,Hunt,bhunt@kamba.biz,1
Sean,Perkins,sperkins@kwideo.name,1
Bobby,Mason,bmason@voonix.net,1
Amanda,Perez,aperez@twimm.net,0
Phillip,Hunter,phunter@voonder.gov,0
Stephen,Spencer,sspencer@roodel.com,0
Mark,Murray,mmurray@reallinks.name,1
Angela,Taylor,ataylor@quimba.mil,1
Donna,Smith,dsmith@plajo.gov,1
Ronald,Freeman,rfreeman@meemm.biz,1
Steve,Vasquez,svasquez@mita.name,1
Daniel,Gonzalez,dgonzalez@browsedrive.biz,1
George,Fisher,gfisher@quinu.net,1
Teresa,Johnson,tjohnson@bubbletube.info,0
Ernest,Moore,emoore@jabbercube.org,1
Ralph,Hicks,rhicks@blogxs.org,1
Beverly,King,bking@mydo.mil,0
Linda,Wood,lwood@jaloo.com,0
Annie,Mendoza,amendoza@geba.gov,1
Jonathan,Hayes,jhayes@voolia.net,1
Norma,Taylor,ntaylor@wordpedia.name,1
Ryan,Graham,rgraham@mynte.edu,0
Joshua,Kim,jkim@topiclounge.edu,0
Emily,King,eking@gabcube.com,0
Joan,Morales,jmorales@skyvu.info,1
Catherine,Bell,cbell@lazzy.org,0
Rose,Powell,rpowell@wordware.name,0
Norma,Phillips,nphillips@buzzshare.mil,0
Jason,Vasquez,jvasquez@rhyloo.mil,1
Charles,Harvey,charvey@izio.edu,1
Samuel,Morales,smorales@mymm.net,1
Laura,Daniels,ldaniels@tekfly.biz,0
Howard,Marshall,hmarshall@yadel.name,0
Amanda,Black,ablack@feednation.info,1
Victor,Murphy,vmurphy@topiczoom.info,1
Sandra,Jackson,sjackson@linkbuzz.org,1
Patrick,Price,pprice@edgepulse.org,1
Martin,Lawson,mlawson@feedmix.biz,0
Lois,Carr,lcarr@livez.org,0
Susan,Fuller,sfuller@blogxs.biz,0
Roger,Robinson,rrobinson@meezzy.net,1
Douglas,Frazier,dfrazier@linkbridge.net,0
Jane,Hayes,jhayes@yakijo.edu,1
Harold,Kim,hkim@dabvine.biz,0
Carolyn,Ramirez,cramirez@realcube.edu,1
Theresa,Freeman,tfreeman@gigabox.biz,1
Janice,Harris,jharris@tazz.gov,1
Kathleen,Graham,kgraham@kazu.org,0
Jeremy,Oliver,joliver@rhybox.info,0
Ruby,Warren,rwarren@zoonder.info,0
Maria,Sanchez,msanchez@meeveo.name,0
Gregory,Jordan,gjordan@youspan.mil,1
Jesse,Henry,jhenry@ooba.biz,1
Johnny,Morrison,jmorrison@dablist.org,0
Jimmy,Phillips,jphillips@skyndu.name,0
Terry,Cruz,tcruz@meevee.mil,0
Brenda,Kelly,bkelly@feedmix.gov,1
Amy,Alexander,aalexander@bluejam.mil,0
Scott,Knight,sknight@edgeblab.biz,0
Christine,Ross,cross@twitterbridge.com,1
Sara,Butler,sbutler@youspan.com,0
Raymond,Mason,rmason@skynoodle.org,1
Louise,Ellis,lellis@trilia.info,1
Donald,Carr,dcarr@vipe.gov,0
Catherine,Marshall,cmarshall@camimbo.name,0
Ryan,Simpson,rsimpson@eazzy.name,0
Lawrence,Shaw,lshaw@linkbuzz.net,1
Jacqueline,Harper,jharper@brainbox.info,0
Betty,Bradley,bbradley@jaxnation.info,0
Philip,Collins,pcollins@blogtag.net,1
Jonathan,Williamson,jwilliamson@zooxo.com,1
Gregory,Moore,gmoore@kanoodle.biz,0
Russell,Olson,rolson@tanoodle.name,0
Andrea,Stephens,astephens@buzzster.gov,1
Susan,King,sking@gigashots.biz,1
Mary,Watson,mwatson@fivespan.org,1
Rebecca,Dixon,rdixon@feedfish.edu,1
Ashley,Mendoza,amendoza@wordify.biz,0
Raymond,Ryan,rryan@yombu.net,1
Harry,Taylor,htaylor@agimba.gov,0
Joshua,Peters,jpeters@oyonder.edu,1
Jennifer,Nichols,jnichols@kanoodle.org,1
Rose,Rice,rrice@thoughtbridge.name,1
Jose,Scott,jscott@flipstorm.biz,0
Jose,Williamson,jwilliamson@youspan.name,0
Raymond,Edwards,redwards@latz.name,1
Maria,Banks,mbanks@thoughtstorm.net,0
Billy,Stone,bstone@skyba.gov,1
Angela,Carroll,acarroll@brainbox.org,1
Patricia,Cox,pcox@buzzdog.gov,0
Katherine,West,kwest@dabjam.org,0
Marilyn,Kelly,mkelly@divavu.net,0
Irene,Hall,ihall@zoonoodle.edu,1
Frank,Gonzales,fgonzales@myworks.edu,0
Theresa,Hicks,thicks@quimba.gov,0
Frances,Dunn,fdunn@wordtune.edu,1
Henry,Meyer,hmeyer@flipopia.info,1
Laura,Hanson,lhanson@yakijo.gov,1
Stephen,Welch,swelch@minyx.mil,0
Ryan,Little,rlittle@flipstorm.info,0
Maria,Johnston,mjohnston@rhyloo.name,1
Marie,Dunn,mdunn@kayveo.mil,0
Robert,Lawson,rlawson@mycat.mil,1
Norma,White,nwhite@skyble.info,0
Carol,Marshall,cmarshall@oyoba.mil,1
Daniel,Ramos,dramos@photojam.mil,1
Theresa,Arnold,tarnold@edgetag.edu,0
Wanda,Perkins,wperkins@feednation.net,1
Lawrence,Hamilton,lhamilton@skaboo.org,0
Antonio,Ford,aford@bluejam.info,1
Tina,Henderson,thenderson@youtags.edu,0
Amanda,Allen,aallen@gigashots.gov,1
Betty,Garcia,bgarcia@ainyx.biz,1
Paula,Rose,prose@riffpath.mil,1
Doris,Cole,dcole@thoughtsphere.net,1
Rachel,Duncan,rduncan@agimba.net,0
Stephanie,Wells,swells@oyoyo.net,1
Maria,Bell,mbell@meeveo.net,1
Dorothy,Butler,dbutler@mudo.gov,1
Deborah,Wells,dwells@twiyo.edu,1
Sandra,Montgomery,smontgomery@mydo.name,0
Albert,Parker,aparker@jaxworks.edu,1
Lillian,Sanchez,lsanchez@jatri.com,1
Brandon,Sims,bsims@trilith.biz,0
Larry,Gutierrez,lgutierrez@blogxs.biz,1
Mildred,Robinson,mrobinson@dynava.mil,1
Fred,Ross,fross@podcat.mil,0
Jose,Simpson,jsimpson@oodoo.mil,1
Martha,Daniels,mdaniels@topiczoom.gov,1
Maria,Russell,mrussell@zooveo.info,1
Jessica,Wagner,jwagner@tagcat.edu,0
Marie,Dixon,mdixon@mydeo.net,1
Jerry,Wells,jwells@meezzy.name,0
Margaret,Harper,mharper@jaxworks.mil,1
Jane,Flores,jflores@demimbu.com,1
Irene,Green,igreen@pixope.edu,0
Ruth,Mills,rmills@voomm.name,1
Mary,Harper,mharper@geba.gov,1
Brenda,Stewart,bstewart@abata.gov,1
Daniel,Elliott,delliott@blogtags.biz,1
Judy,Hughes,jhughes@rhycero.name,1
Aaron,Greene,agreene@einti.net,0
Jennifer,Warren,jwarren@linkbridge.edu,1
Gregory,Gibson,ggibson@tekfly.biz,0
Andrea,Morrison,amorrison@rhynoodle.edu,1
Katherine,Oliver,koliver@ainyx.gov,1
Betty,Roberts,broberts@gabcube.biz,0
Debra,Morales,dmorales@zoonoodle.net,1
James,Freeman,jfreeman@tazz.net,0
Sharon,Ortiz,sortiz@tagchat.name,1
Timothy,Hart,thart@quatz.net,1
Willie,Sanders,wsanders@divape.com,1
Andrew,Reyes,areyes@ailane.org,1
Roy,Morris,rmorris@edgepulse.edu,1
Kelly,Diaz,kdiaz@talane.gov,0
Victor,Walker,vwalker@thoughtworks.biz,1
Anna,Bailey,abailey@tagtune.info,0
Melissa,Jordan,mjordan@tanoodle.com,0
Clarence,Dunn,cdunn@ntags.name,1
Ruby,Hunt,rhunt@demimbu.net,1
Timothy,Little,tlittle@brainsphere.com,1
Shawn,Burns,sburns@gigabox.biz,1
Gary,Lynch,glynch@flipopia.org,0
Anthony,James,ajames@zazio.gov,0
Anna,Montgomery,amontgomery@kimia.biz,1
Jerry,Sanders,jsanders@photojam.net,0
Cheryl,Harvey,charvey@dabjam.org,1
Randy,Myers,rmyers@ozu.name,0
Charles,Simpson,csimpson@oyope.edu,0
Samuel,Gonzales,sgonzales@gevee.biz,1
Martha,Berry,mberry@yodo.info,1
Virginia,Knight,vknight@bluejam.com,0
Joshua,Powell,jpowell@centimia.edu,0
Charles,Duncan,cduncan@topiczoom.net,0
Raymond,Reyes,rreyes@leenti.gov,1
Randy,Carpenter,rcarpenter@abata.mil,1
Aaron,Torres,atorres@avamba.mil,0
Ryan,Daniels,rdaniels@gigazoom.org,0
Aaron,Dixon,adixon@shufflebeat.edu,0
Carolyn,Castillo,ccastillo@jabbercube.mil,0
Phyllis,Hill,phill@meezzy.mil,1
Ruth,Sullivan,rsullivan@voomm.org,0
Joan,Wilson,jwilson@skibox.name,0
Jessica,Perry,jperry@mynte.mil,0
Clarence,Anderson,canderson@jabbersphere.com,1
Lori,Dixon,ldixon@browsezoom.net,1
Stephanie,Rose,srose@youtags.biz,0
Evelyn,Gutierrez,egutierrez@dabfeed.org,1
Michael,Meyer,mmeyer@zoombeat.net,1
Sean,Pierce,spierce@twimbo.edu,1
Joyce,Nichols,jnichols@jabberbean.name,1
Melissa,Greene,mgreene@voolith.com,0
Todd,Harper,tharper@realbuzz.edu,1
Tammy,Harvey,tharvey@buzzbean.biz,1
Joan,Schmidt,jschmidt@zooxo.com,1
Eugene,Hart,ehart@kamba.info,0
Sarah,Howard,showard@gabcube.gov,1
Billy,Burton,bburton@buzzdog.biz,1
Anna,Martin,amartin@mydeo.com,0
Tammy,Armstrong,tarmstrong@dynava.com,1
Gloria,Hughes,ghughes@livepath.net,1
Diane,Ellis,dellis@avaveo.org,0
Phillip,Davis,pdavis@kanoodle.com,1
Karen,Montgomery,kmontgomery@layo.edu,0
Benjamin,Brown,bbrown@wordware.gov,0
Jonathan,Sullivan,jsullivan@realblab.name,1
Timothy,Spencer,tspencer@meemm.org,0
Douglas,Banks,dbanks@skyvu.mil,1
Robin,West,rwest@oloo.edu,1
Ronald,Matthews,rmatthews@babbleblab.info,1
Aaron,Evans,aevans@browsecat.biz,0
Eric,Carpenter,ecarpenter@buzzshare.mil,0
Andrea,Gutierrez,agutierrez@quimba.org,1
Frank,Griffin,fgriffin@omba.info,0
Todd,Daniels,tdaniels@pixope.edu,0
Rebecca,Campbell,rcampbell@skipstorm.name,1
Clarence,Kelly,ckelly@mynte.org,0
Diana,Fisher,dfisher@oyoba.mil,1
Andrew,Robertson,arobertson@shuffledrive.info,0
Alan,Austin,aaustin@roodel.mil,0
Sharon,Lynch,slynch@dynazzy.biz,0
Antonio,Sims,asims@jayo.org,0
Willie,Marshall,wmarshall@skibox.mil,0
Ruth,Reid,rreid@oyonder.mil,0
Alan,Reid,areid@skipfire.biz,0
Judy,Williamson,jwilliamson@wordify.org,0
Anna,Perkins,aperkins@flipopia.biz,0
Jesse,Crawford,jcrawford@mita.edu,0
Sara,Gibson,sgibson@bluezoom.org,0
Phillip,Ramos,pramos@feedfire.biz,1
Sean,Bowman,sbowman@jabbertype.mil,1
Jose,Cox,jcox@linkbuzz.com,0
Helen,Elliott,helliott@topicblab.org,1
Benjamin,Snyder,bsnyder@cogilith.gov,0
William,Jackson,wjackson@trudoo.mil,1
Wayne,Wallace,wwallace@flashdog.edu,0
Jane,Rivera,jrivera@tekfly.gov,0
Irene,Johnson,ijohnson@wordpedia.biz,1
Richard,Welch,rwelch@viva.gov,1
Nicholas,Spencer,nspencer@kayveo.name,1
Shawn,Green,sgreen@mynte.biz,0
William,Grant,wgrant@flashspan.info,0
Phyllis,Russell,prussell@oyondu.com,1
Karen,Stevens,kstevens@zooveo.info,0
James,Martinez,jmartinez@devcast.info,0
Daniel,Martin,dmartin@gigazoom.org,0
Albert,Black,ablack@lajo.name,1
Jimmy,Kelley,jkelley@tagopia.info,0
Harold,Moreno,hmoreno@vimbo.com,0
Bonnie,Perez,bperez@yacero.edu,0
Clarence,Gibson,cgibson@kwimbee.edu,1
Jacqueline,Bradley,jbradley@shufflebeat.name,1
Christina,Hunt,chunt@realfire.com,1
Linda,Myers,lmyers@livefish.info,0
Russell,Murray,rmurray@photobean.com,1
Mary,Cruz,mcruz@rhyzio.mil,0
Helen,Jacobs,hjacobs@linklinks.name,1
Joyce,Perry,jperry@linkbridge.com,0
Shawn,Cole,scole@brainsphere.biz,1
Andrea,Oliver,aoliver@wordware.gov,1
Helen,Gibson,hgibson@dynava.mil,0
Evelyn,West,ewest@roodel.edu,1
Ralph,Vasquez,rvasquez@aimbo.info,0
Joe,Hudson,jhudson@twitterlist.edu,1
Richard,Peterson,rpeterson@kazio.biz,1
Mary,Andrews,mandrews@agimba.edu,1
John,Gibson,jgibson@eazzy.com,1
Jean,Hughes,jhughes@youspan.net,1
Bruce,Elliott,belliott@realcube.biz,1
Michael,Greene,mgreene@aimbo.gov,0
Martha,Palmer,mpalmer@devify.com,0
Marie,Campbell,mcampbell@gevee.biz,1
Heather,Little,hlittle@skipstorm.info,1
Mildred,Griffin,mgriffin@topicware.net,1
Joshua,Wright,jwright@realfire.biz,1
Margaret,Bennett,mbennett@avamba.biz,0
Rachel,Morris,rmorris@yacero.name,0
Arthur,Coleman,acoleman@yadel.mil,0
Diana,Austin,daustin@innotype.gov,0
Jeremy,Barnes,jbarnes@twitterworks.biz,1
Shirley,Hudson,shudson@dynabox.gov,1
Thomas,Cole,tcole@jaxspan.name,0
Kathy,Anderson,kanderson@skivee.name,1
Lillian,Phillips,lphillips@yata.gov,0
Eugene,Nguyen,enguyen@roombo.name,1
Ralph,Cooper,rcooper@twitternation.name,0
Richard,Mendoza,rmendoza@zoonoodle.biz,1
Jane,Jackson,jjackson@talane.edu,1
Janice,Duncan,jduncan@skipstorm.com,0
Julie,Cunningham,jcunningham@yacero.edu,1
William,Young,wyoung@janyx.info,1
Kathy,Lopez,klopez@quinu.net,0
Lawrence,Graham,lgraham@jazzy.name,0
Gloria,Tucker,gtucker@skippad.name,1
Eric,Sanders,esanders@ntags.info,1
Charles,Armstrong,carmstrong@trupe.mil,0
Melissa,Wood,mwood@ozu.biz,1
Ashley,Weaver,aweaver@thoughtbridge.info,1
Charles,Jacobs,cjacobs@npath.edu,0
Randy,Knight,rknight@gabtune.edu,0
Jacqueline,Stewart,jstewart@jetwire.edu,1
Marie,Ray,mray@pixope.biz,0
Karen,Simpson,ksimpson@mydo.info,1
Pamela,Carroll,pcarroll@meetz.edu,1
Harry,West,hwest@tagcat.biz,0
Henry,Coleman,hcoleman@fivespan.edu,1
Benjamin,Gibson,bgibson@voomm.org,0
Bobby,Harvey,bharvey@fivespan.net,0
Ann,Wilson,awilson@fivechat.name,1
Gloria,Cunningham,gcunningham@devpulse.edu,1
Jesse,Owens,jowens@agimba.gov,1
Jeffrey,Nguyen,jnguyen@blogspan.mil,1
Margaret,Anderson,manderson@mita.info,1
Eugene,Flores,eflores@eire.name,1
Deborah,Baker,dbaker@wikivu.info,0
Billy,Porter,bporter@flashdog.biz,0
Marie,Crawford,mcrawford@midel.biz,0
Andrea,Wilson,awilson@skinder.name,0
Howard,Holmes,hholmes@jetpulse.net,1
Jennifer,Andrews,jandrews@aibox.com,0
Jeffrey,Riley,jriley@babbleopia.edu,1
John,Carr,jcarr@gevee.info,1
Joshua,Stevens,jstevens@teklist.biz,0
Joseph,Ross,jross@twimbo.edu,1
Dennis,Webb,dwebb@demivee.name,1
Julie,Roberts,jroberts@linklinks.mil,0
Patrick,Cooper,pcooper@quinu.info,1
Rachel,Reynolds,rreynolds@agimba.name,0
Charles,Peterson,cpeterson@divavu.edu,1
Janice,James,jjames@einti.biz,1
Judy,Garza,jgarza@livetube.net,0
Fred,Marshall,fmarshall@mydo.org,0
Gerald,Hughes,ghughes@zoovu.biz,1
Laura,White,lwhite@oyondu.edu,1
Mildred,Alexander,malexander@brightdog.edu,1
Denise,Chapman,dchapman@jazzy.net,0
Douglas,Woods,dwoods@zoomcast.info,0
Timothy,Austin,taustin@jaxspan.net,1
Marie,Welch,mwelch@realpoint.biz,1
Janice,King,jking@thoughtmix.edu,0
Thomas,Greene,tgreene@roombo.net,0
Wanda,Gibson,wgibson@jazzy.net,1
Sandra,Lawrence,slawrence@flashpoint.biz,1
Martin,Rivera,mrivera@jatri.gov,0
Carolyn,George,cgeorge@livez.biz,1
James,Austin,jaustin@brainfire.gov,0
Clarence,Jenkins,cjenkins@shufflester.org,0
Kevin,Duncan,kduncan@flipopia.mil,1
Lois,Mitchell,lmitchell@tekfly.org,1
Antonio,Johnson,ajohnson@babbleset.info,0
Kathryn,Wagner,kwagner@fiveclub.biz,0
Heather,Rogers,hrogers@oyope.gov,1
Doris,Burton,dburton@feedfire.mil,0
Julie,Hill,jhill@pixonyx.edu,1
Gregory,Fernandez,gfernandez@innoz.net,1
Linda,Kelley,lkelley@flipstorm.mil,0
Craig,Harris,charris@mynte.com,1
Kevin,Arnold,karnold@realcube.net,1
Denise,Sanders,dsanders@brainverse.com,1
Debra,Carr,dcarr@buzzster.gov,0
Donald,Powell,dpowell@topdrive.gov,0
Kathryn,Jacobs,kjacobs@realbuzz.com,1
Tammy,Lewis,tlewis@chatterbridge.name,1
Kimberly,Myers,kmyers@demimbu.info,0
Bobby,Howard,bhoward@wikivu.com,1
Patrick,Martinez,pmartinez@vinder.com,1
Paula,Patterson,ppatterson@bubblemix.mil,0
Richard,Clark,rclark@youopia.biz,1
Margaret,Larson,mlarson@realblab.com,0
Lillian,Roberts,lroberts@realcube.edu,1
Jimmy,Vasquez,jvasquez@gabspot.net,1
Patrick,Wagner,pwagner@omba.gov,1
Paul,Henderson,phenderson@plajo.biz,1
Ronald,Turner,rturner@ailane.gov,0
Anne,Owens,aowens@trupe.mil,0
Heather,Murphy,hmurphy@divavu.gov,1
Samuel,Robinson,srobinson@tagfeed.org,1
Bruce,Phillips,bphillips@dabshots.mil,0
Billy,Mills,bmills@realbuzz.mil,1
Sandra,Hudson,shudson@aivee.org,0
Emily,Burton,eburton@chatterbridge.gov,0
Annie,Torres,atorres@jabbertype.biz,1
Deborah,Fox,dfox@feedmix.org,0
Richard,Collins,rcollins@eire.name,1
Raymond,Brown,rbrown@blogspan.org,1
Brian,Weaver,bweaver@teklist.gov,0
Kenneth,Jackson,kjackson@browsedrive.biz,0
Charles,Owens,cowens@dynabox.com,0
Barbara,James,bjames@zoozzy.org,1
Betty,Russell,brussell@yambee.info,1
Raymond,Lynch,rlynch@linkbuzz.info,1
Albert,Shaw,ashaw@yakijo.org,1
Chris,Fuller,cfuller@shufflester.org,0
Julie,Mccoy,jmccoy@riffpedia.info,0
Marie,Chapman,mchapman@skyndu.com,0
Willie,Perez,wperez@thoughtsphere.gov,0
Adam,Lynch,alynch@blogpad.org,1
Margaret,Wright,mwright@mynte.net,0
Ralph,Hayes,rhayes@photolist.net,1
Clarence,Hart,chart@fivebridge.gov,0
Fred,Hansen,fhansen@cogidoo.edu,1
Daniel,Edwards,dedwards@fivechat.mil,0
Joseph,Palmer,jpalmer@flashset.net,1
Rebecca,Cunningham,rcunningham@voonix.com,0
Bruce,Fox,bfox@trilia.biz,1
Ronald,Patterson,rpatterson@eabox.edu,1
Katherine,Garrett,kgarrett@voomm.name,1
Betty,Bell,bbell@yakidoo.com,0
Harold,Murphy,hmurphy@voomm.net,0
Anna,Cruz,acruz@minyx.mil,1
Jacqueline,Jones,jjones@cogidoo.gov,0
William,Kelley,wkelley@yadel.biz,1
Evelyn,Edwards,eedwards@wikizz.com,0
Keith,Moore,kmoore@topicstorm.com,1
Kevin,Diaz,kdiaz@devpulse.biz,0
Nicholas,Kim,nkim@abatz.com,0
Fred,Oliver,foliver@yodoo.org,1
Ralph,Moreno,rmoreno@twinder.name,0
Katherine,Pierce,kpierce@livepath.net,1
Tina,Garza,tgarza@edgetag.net,1
Amanda,Sullivan,asullivan@yadel.gov,0
Norma,Jordan,njordan@dabshots.net,0
Matthew,Stanley,mstanley@voonte.name,1
Donald,Oliver,doliver@topicblab.gov,0
Janice,Cunningham,jcunningham@babbleblab.mil,1
Edward,Butler,ebutler@snaptags.org,0
Lillian,Medina,lmedina@yombu.org,0
Timothy,Ferguson,tferguson@skyble.com,0
Joan,Grant,jgrant@linkbuzz.mil,0
Willie,Ward,wward@devshare.name,1
Judith,Hunt,jhunt@vinte.info,1
Ashley,Little,alittle@abata.name,1
Deborah,Frazier,dfrazier@trudoo.net,1
Phyllis,Parker,pparker@ntag.org,0
Adam,Robertson,arobertson@oyonder.info,0
Karen,Howell,khowell@centizu.mil,0
Janice,Thomas,jthomas@flipstorm.org,0
Kevin,Willis,kwillis@pixope.org,1
Daniel,Olson,dolson@mudo.mil,0
Karen,Brooks,kbrooks@jetpulse.net,1
Lori,Wheeler,lwheeler@quimm.net,1
Steve,Fox,sfox@skibox.info,0
Timothy,Brooks,tbrooks@wordware.info,0
Raymond,Gonzalez,rgonzalez@eayo.net,1
Rebecca,Wagner,rwagner@eabox.name,0
Aaron,Johnston,ajohnston@dablist.info,0
